x,y,z,d
-2.16,-1.5182219,0.11325443,-4.5624986
-1.9600000000000002,-1.5182219,0.11325443,-3.4996912
-1.7600000000000002,-1.5182219,0.11325443,-5.3647294
-1.5600000000000003,-1.5182219,0.11325443,-4.5970592
-1.3600000000000003,-1.5182219,0.11325443,-4.3095536
-1.1600000000000004,-1.5182219,0.11325443,-3.688613
-0.9600000000000004,-1.5182219,0.11325443,-3.411175
-0.7600000000000005,-1.5182219,0.11325443,-2.1262684
-0.5600000000000005,-1.5182219,0.11325443,-3.7162197
-0.36000000000000054,-1.5182219,0.11325443,-2.4862895
-0.1600000000000006,-1.5182219,0.11325443,-3.2034986
0.03999999999999915,-1.5182219,0.11325443,-2.5017369
0.23999999999999932,-1.5182219,0.11325443,-3.021896
0.4399999999999995,-1.5182219,0.11325443,-3.0911927
0.6399999999999992,-1.5182219,0.11325443,-3.980776
0.839999999999999,-1.5182219,0.11325443,-5.2439823
1.0399999999999991,-1.5182219,0.11325443,-4.0567155
1.2399999999999993,-1.5182219,0.11325443,-5.1656384
1.439999999999999,-1.5182219,0.11325443,-4.9833384
1.6399999999999988,-1.5182219,0.11325443,-5.450896
1.839999999999999,-1.5182219,0.11325443,-4.654696
2.039999999999999,-1.5182219,0.11325443,-6.207461
-2.16,-1.3182219,0.11325443,-4.909181
-1.9600000000000002,-1.3182219,0.11325443,-3.4079244
-1.7600000000000002,-1.3182219,0.11325443,-4.5992413
-1.5600000000000003,-1.3182219,0.11325443,-3.7122068
-1.3600000000000003,-1.3182219,0.11325443,-3.8495305
-1.1600000000000004,-1.3182219,0.11325443,-2.8615248
-0.9600000000000004,-1.3182219,0.11325443,-3.6727633
-0.7600000000000005,-1.3182219,0.11325443,-2.1493237
-0.5600000000000005,-1.3182219,0.11325443,-3.6652699
-0.36000000000000054,-1.3182219,0.11325443,-2.0105178
-0.1600000000000006,-1.3182219,0.11325443,-2.7910352
0.03999999999999915,-1.3182219,0.11325443,-2.508752
0.23999999999999932,-1.3182219,0.11325443,-2.276288
0.4399999999999995,-1.3182219,0.11325443,-2.5616379
0.6399999999999992,-1.3182219,0.11325443,-3.266593
